lead_id,customer_id,campaign_id,lead_date,lead_source,landing_page,discount_offered_pct,lead_score,observed_region,converted_30d,conversion_date,acquisition_cost_usd,discount_pct,age,gender,income_band,loyalty_tier,avg_pages_viewed,avg_time_on_site,total_add_to_cart,total_checkout_started,total_sessions,total_revenue,preferred_device,predicted_prob,priority_tier
L504291,C100661,MKT2010,2025-05-17,Google,/quiz,20,28.0,North Central,False,,17.91,20.0,33.0,male,Middle,silver,5.4,253.9,5.0,3.0,10.0,32.74,desktop,0.18,Low
L504292,C100000,MKT2000,2025-05-25,google,/landing-b,0,31.0,South West,True,2025-06-19,$15.59,0.0,31.0,male,Low,bronze,5.5,203.5,3.0,0.0,10.0,70.38,desktop,0.7333333333333333,High
L504293,C101118,MKT2003,2025-02-03,CRM,/bundle-offer,20,48.0,North West,True,2025-03-04,5.42,20.0,32.0,male,High,silver,5.375,175.125,0.0,0.0,8.0,94.99,mobile,0.7866666666666666,High
L504294,C101872,MKT2032,2025-10-22,Google,/promo-summer,0,51.0,South South,False,,12.72,0.0,27.0,male,Middle,bronze,4.714285714285714,180.42857142857144,3.0,1.0,7.0,0.0,mobile,0.16,Low
L504295,C102248,MKT2011,2025-04-28,CRM,/quiz,10,66.0,South South,True,05-15-2025,5.08,10.0,44.0,female,High,bronze,4.571428571428571,283.0,3.0,0.0,7.0,75.38,mobile,0.7933333333333333,High
L504296,C101964,MKT2003,2025-02-19,CRM,/landing-a,0,33.0,South South,False,,10.34,0.0,0.0,male,High,silver,6.2,147.8,4.0,0.0,5.0,0.0,mobile,0.22666666666666666,Low
L504297,C100304,MKT2008,2025-03-17,Meta,/quiz,10,70.0,South West,True,2025-04-11,12,10.0,29.0,female,Upper-Middle,gold,5.555555555555555,193.0,3.0,1.0,9.0,157.48,mobile,0.5733333333333334,Medium
L504298,C101860,MKT2027,2025-04-28,Google,/landing-b,15,22.0,South West,False,,10.33,15.0,27.0,non-binary,Low,bronze,4.285714285714286,254.57142857142856,4.0,2.0,7.0,0.0,mobile,0.23333333333333334,Low
L504299,C100737,MKT2014,06/11/2025,Google,/landing-a,0,39.0,South South,False,,17.39,0.0,32.0,female,Middle,silver,6.333333333333333,281.0,1.0,1.0,3.0,0.0,mobile,0.12,Low
L504300,C102189,MKT2014,2025/10/29,Google,/promo-summer,0,33.0,South West,False,,20,0.0,29.0,female,Low,silver,5.888888888888889,213.88888888888889,1.0,0.0,9.0,55.34,mobile,0.5266666666666666,Medium
L504301,C100090,MKT2019,26/06/2025,Meta,/new-arrivals,0,19.0,South East,True,2025/07/18,16.92,0.0,37.0,male,Lower-Middle,silver,5.294117647058823,221.94117647058823,4.0,3.0,17.0,50.74,desktop,0.7666666666666667,High
L504302,C101942,MKT2031,2025-10-29,Meta,/bundle-offer,15,47.0,South South,True,2025-11-23,7.81,15.0,27.0,male,Low,platinum,6.0,193.8571428571429,2.0,3.0,7.0,11.8,desktop,0.6666666666666666,High
L504303,C100923,MKT2003,2025-02-06,CRM,/bundle-offer,0,12.0,North Central,False,,USD 8.01,0.0,29.0,male,Middle,bronze,5.111111111111111,289.0,1.0,0.0,9.0,0.0,mobile,0.11333333333333333,Low
L504304,C101994,MKT2010,2025-05-14,Google,/quiz,0,36.0,South South,True,2025-05-31,$17.25,0.0,18.0,male,High,gold,4.2,200.2,0.0,0.0,5.0,0.0,desktop,0.7466666666666667,High
L504305,C100903,MKT2029,2025-09-25,Google,/promo-summer,5,17.0,South East,False,,17.81,5.0,40.0,female,Low,bronze,5.142857142857143,158.57142857142858,2.0,1.0,7.0,189.05,mobile,0.23333333333333334,Low
L504306,C102341,MKT2009,2025-04-09,Creator,/bundle-offer,10,5.0,North West,False,,18.45,10.0,24.0,female,Middle,bronze,5.375,215.875,3.0,2.0,8.0,49.88,mobile,0.21333333333333335,Low
L504307,C100419,MKT2005,02-20-2025,Meta,/new-arrivals,0,48.0,South West,True,2025-03-09,10.6,0.0,20.0,male,Middle,bronze,5.0,274.0,2.0,1.0,9.0,0.0,mobile,0.22666666666666666,Low
L504308,C101350,MKT2025,2025-09-05,Meta,/landing-b,0,39.0,North West,False,,17.14,0.0,30.0,male,Middle,gold,6.076923076923077,148.3846153846154,6.0,5.0,13.0,1263.7,desktop,0.21756338267823716,Low
L504309,C101384,MKT2025,2025-09-13,Meta,/quiz,10,26.0,North Central,True,2025-09-20,18.35,10.0,20.0,female,Middle,bronze,5.8,256.7142857142857,6.0,4.0,15.0,0.0,mobile,0.7266666666666667,High
L504310,C100681,MKT2004,2025/09/03,Partner,/promo-summer,10,19.0,N Central,False,,9.88,10.0,31.0,female,Lower-Middle,bronze,3.75,167.875,5.0,3.0,8.0,98.04,mobile,0.2733333333333333,Low
L504311,C101143,MKT2009,2025-04-12,Creator,/bundle-offer,5,20.0,South East,False,,18.53,5.0,0.0,male,Middle,bronze,4.25,151.75,1.0,0.0,4.0,71.34,tablet,0.36,Medium
L504312,C101809,MKT2012,2025-05-28,Partner,/landing-b,10,22.0,South West,True,2025-06-06,$20.19,10.0,18.0,female,Lower-Middle,bronze,6.75,243.75,6.0,4.0,8.0,0.0,tablet,0.7133333333333334,High
L504313,C100661,MKT2024,2025-08-29,Creator,/landing-b,0,29.0,North Central,False,,$18.65,0.0,33.0,male,Middle,silver,5.4,253.9,5.0,3.0,10.0,32.74,desktop,0.6733333333333333,High
L504314,C100560,MKT2014,2025-10-21,Google,/quiz,5,42.0,South South,False,,19.41,5.0,35.0,female,Lower-Middle,silver,4.428571428571429,212.1428571428571,4.0,0.0,7.0,153.73,desktop,0.37333333333333335,Medium
L504315,C101430,MKT2018,2025-06-22,Meta,/landing-b,10,51.0,South West,True,2025-06-30,7.93,10.0,38.0,female,High,bronze,5.6,307.8,2.0,2.0,5.0,127.77,desktop,0.82,High
L504316,C101620,MKT2028,2025-10-09,Google,/landing-a,5,26.0,South West,False,,13.22,5.0,18.0,female,Low,gold,6.5,216.0,0.0,0.0,6.0,67.28,tablet,0.1,Low
L504317,C102356,MKT2012,2025-06-07,Partner,/bundle-offer,10,11.0,North Central,True,2025-06-09,$17.19,10.0,47.0,female,Middle,bronze,4.555555555555555,187.0,5.0,3.0,9.0,112.48,desktop,0.7266666666666667,High
L504318,C100746,MKT2033,2025-11-16,Programmatic,/new-arrivals,0,32.0,North Central,False,,10.22,0.0,26.0,female,High,bronze,5.333333333333333,152.66666666666666,1.0,0.0,6.0,0.0,desktop,0.12,Low
L504319,C100976,MKT2021,2025-12-07,Partner,/landing-a,15,46.0,South West,True,2025/12/08,7.56,15.0,34.0,male,Lower-Middle,bronze,5.857142857142857,274.57142857142856,4.0,1.0,7.0,0.0,mobile,0.36309781931464175,Medium
L504320,C100494,MKT2026,2025/09/10,Google,/quiz,5,41.0,South South,False,,20.35,5.0,29.0,female,Low,bronze,6.9,240.0,6.0,2.0,10.0,111.65,desktop,0.06,Low
L504321,C101201,MKT2005,02-20-2025,Meta,/bundle-offer,10,14.0,North West,False,,17.05,10.0,37.0,female,Middle,silver,6.6,309.6,3.0,3.0,5.0,0.0,mobile,0.07333333333333333,Low
L504322,C100584,MKT2024,2025-08-10,Creator,/landing-b,25,54.0,South West,False,,16.6,25.0,37.0,male,Lower-Middle,platinum,4.75,190.75,1.0,1.0,4.0,60.48,mobile,0.5066666666666667,Medium
L504323,C100008,MKT2009,2025-04-23,Creator,/landing-a,0,30.0,North Central,False,,25.74,0.0,28.0,female,Upper-Middle,bronze,4.777777777777778,181.55555555555551,1.0,1.0,9.0,0.0,tablet,0.19333333333333333,Low
L504324,C100653,MKT2025,2025-09-02,Meta,/quiz,10,63.0,South South,False,,11.75,10.0,34.0,male,Upper-Middle,bronze,6.777777777777778,222.44444444444449,4.0,1.0,9.0,0.0,mobile,0.24,Low
L504325,C100157,MKT2014,10-11-2025,Google,/landing-b,10,43.0,South South,False,,23.6,10.0,44.0,male,Middle,gold,5.8,239.0,2.0,1.0,5.0,39.65,mobile,0.44,Medium
L504326,C102255,MKT2032,2025/11/07,Google,/quiz,10,48.0,South South,False,,19.23,10.0,23.0,male,Middle,bronze,6.333333333333333,207.33333333333337,3.0,2.0,9.0,25.71,mobile,0.12666666666666668,Low
L504327,C100063,MKT2009,2025-05-01,Creator,/promo-summer,10,44.0,North Central,False,,24.74,10.0,32.0,male,Middle,silver,4.666666666666667,1371.5,2.0,2.0,6.0,0.0,desktop,0.1,Low
L504328,C101976,MKT2012,2025/05/24,Partner,/new-arrivals,5,26.0,South South,False,,11.4,5.0,18.0,male,Lower-Middle,bronze,5.583333333333333,271.4166666666667,5.0,3.0,12.0,40.3,mobile,0.11333333333333333,Low
L504329,C101536,MKT2014,"Oct 14, 2025",Google,/bundle-offer,10,47.0,South West,True,10-19-2025,17.65,10.0,39.0,female,High,silver,5.222222222222222,280.1111111111111,3.0,2.0,9.0,139.58,mobile,0.8266666666666667,High
L504330,C101341,MKT2014,2025-10-14,Google,/bundle-offer,20,68.0,North Central,False,,16.93,20.0,22.0,male,High,gold,5.6,208.9,6.0,4.0,10.0,12.64,mobile,0.17333333333333334,Low
L504331,C100088,MKT2015,2025-06-01,Google,/new-arrivals,10,7.0,North Central,False,,19.42,10.0,29.0,male,Low,bronze,4.0,191.5,2.0,2.0,4.0,0.0,mobile,0.08,Low
L504332,C101707,MKT2019,2025-07-17,Meta,/landing-b,10,58.0,South West,False,,USD 14.45,10.0,35.0,male,Middle,gold,5.615384615384615,213.84615384615384,6.0,3.0,13.0,1246.26,mobile,0.12666666666666668,Low
L504333,C100325,MKT2026,2025-09-12,Google,/promo-summer,5,78.0,South West,False,,USD 16.31,5.0,35.0,male,High,bronze,1.0,8.0,0.0,0.0,1.0,26.13,desktop,0.12,Low
L504334,C102303,MKT2031,2025-10-15,Meta,/quiz,0,44.0,North Central,False,,19.09,0.0,35.0,female,Low,platinum,4.0,215.66666666666663,0.0,0.0,3.0,1362.78,desktop,0.21333333333333335,Low
L504335,C102334,MKT2017,2025-07-03,Meta,/bundle-offer,15,41.0,South East,False,,$18.53,15.0,36.0,male,Upper-Middle,bronze,6.142857142857143,206.375,4.0,2.0,8.0,53.06,mobile,0.08666666666666667,Low
L504336,C100345,MKT2030,2025-01-14,Programmatic,/landing-a,10,34.0,South East,True,2025-02-09,8.36,10.0,39.0,female,Low,platinum,4.444444444444445,202.77777777777777,2.0,2.0,9.0,131.4,mobile,0.8533333333333334,High
L504337,,MKT2033,2025-11-09,Programmatic,/landing-a,0,43.0,South West,False,,14.41,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,,Unknown,0.12666666666666668,Low
L504338,C102173,MKT2018,2025-07-13,Meta,/landing-a,10,60.0,South West,False,,12.94,10.0,30.0,male,Middle,gold,6.0,238.30769230769232,5.0,4.0,13.0,0.0,mobile,0.14,Low
L504339,C101095,MKT2026,2025-09-25,Google,/new-arrivals,5,38.0,North Central,True,2025-10-09,21.59,5.0,40.0,female,Lower-Middle,bronze,5.769230769230769,242.69230769230768,9.0,5.0,13.0,0.0,mobile,0.7533333333333333,High
L504340,C101380,MKT2010,2025-04-24,Google,/new-arrivals,0,61.0,South South,True,2025/05/08,17.7,0.0,47.0,female,High,bronze,6.0,237.75,5.0,2.0,12.0,0.0,tablet,0.82,High
L504341,C101011,MKT2019,07-03-2025,Meta,/quiz,5,20.0,South West,True,2025-08-01,21.47,5.0,46.0,male,Upper-Middle,bronze,6.363636363636363,192.36363636363637,2.0,0.0,11.0,42.0,mobile,0.4266666666666667,Medium
L504342,C101286,MKT2026,2025-09-28,Google,/quiz,10,7.0,South South,False,,18.69,10.0,23.0,male,Lower-Middle,bronze,4.0,234.66666666666663,0.0,0.0,3.0,0.0,mobile,0.3,Low
L504343,C100975,MKT2009,2025-04-07,Creator,/new-arrivals,10,13.0,South West,False,,21.37,10.0,31.0,female,Lower-Middle,bronze,3.75,253.25,0.0,0.0,4.0,180.35,mobile,0.16,Low
L504344,C100341,MKT2030,2025-01-11,Programmatic,/landing-b,0,17.0,South West,False,,8.81,0.0,18.0,male,Lower-Middle,silver,4.909090909090909,220.27272727272728,4.0,4.0,12.0,30.76,mobile,0.08,Low
L504345,C101583,MKT2006,2025-03-09,Meta,/bundle-offer,0,32.0,South East,False,,13.46,0.0,39.0,female,Middle,silver,5.6,229.6,1.0,1.0,5.0,0.0,mobile,0.30666666666666664,Low
L504346,C101862,MKT2015,2025-05-26,Google,/quiz,10,46.0,South South,False,,18.46,10.0,31.0,female,Low,silver,6.833333333333333,186.6,2.0,0.0,6.0,0.0,mobile,0.26,Low
L504347,C101318,MKT2019,"Aug 10, 2025",Meta,/promo-summer,0,55.0,South West,True,2025-09-01,18.12,0.0,33.0,male,Middle,silver,4.2,213.6,1.0,0.0,5.0,47.04,tablet,0.6933333333333334,High
L504348,C100696,MKT2009,2025-03-30,Creator,/bundle-offer,15,29.0,North West,False,,20.98,15.0,47.0,female,Upper-Middle,silver,5.0,284.75,0.0,0.0,4.0,91.82,desktop,0.13333333333333333,Low
L504349,C102049,MKT2001,2025-01-19,Google,/bundle-offer,0,42.0,North West,False,,20.54,0.0,31.0,male,Upper-Middle,bronze,6.090909090909091,309.8181818181818,5.0,2.0,11.0,52.84,mobile,0.06666666666666667,Low
L504350,C100866,MKT2020,2025-06-13,CRM,/bundle-offer,10,63.0,South South,False,,1.0,10.0,34.0,non-binary,High,gold,4.363636363636363,236.8181818181818,4.0,1.0,11.0,58.59,mobile,0.22,Low
L504351,C101836,MKT2020,07/04/2025,CRM,/landing-b,5,35.0,North Central,False,,13.35,5.0,0.0,male,Upper-Middle,bronze,5.125,233.625,2.0,0.0,8.0,48.63,tablet,0.21333333333333335,Low
L504352,C102271,MKT2023,2025-08-21,CRM,/landing-b,5,32.0,North Central,False,,USD 2.90,5.0,18.0,male,High,bronze,5.5,173.33333333333334,0.0,0.0,6.0,0.0,mobile,0.13333333333333333,Low
L504353,C101195,MKT2009,2025-04-04,Creator,/landing-a,0,21.0,South West,False,,13,0.0,31.0,male,Upper-Middle,gold,5.0,236.28571428571428,3.0,1.0,14.0,74.31,mobile,0.15333333333333332,Low
L504354,C100139,MKT2002,"Feb 23, 2025",Google,/promo-summer,20,79.0,South East,True,2025-02-23,USD 16.24,20.0,28.0,male,Upper-Middle,gold,4.5,229.5,3.0,1.0,8.0,287.48,mobile,0.43333333333333335,Medium
L504355,C101730,MKT2016,2025-06-13,CRM,/new-arrivals,0,28.0,South West,True,2025-06-17,USD 2.62,0.0,40.0,male,Middle,bronze,4.7272727272727275,282.3636363636364,4.0,2.0,11.0,68.68,mobile,0.68,High
L504356,C102073,MKT2012,2025-05-26,Partner,/promo-summer,5,39.0,South West,False,,4.54,5.0,46.0,female,Low,silver,6.285714285714286,218.0,4.0,0.0,7.0,0.0,mobile,0.16,Low
L504357,C101244,MKT2028,2025-09-20,Google,/promo-summer,5,42.0,South West,True,2025-10-06,21.8,5.0,42.0,female,Low,bronze,6.384615384615385,185.15384615384616,5.0,3.0,13.0,0.0,desktop,0.4066666666666667,Medium
L504358,C100902,MKT2020,2025-07-11,CRM,/new-arrivals,5,44.0,North West,False,,USD 9.99,5.0,37.0,male,Upper-Middle,gold,6.5,295.5,2.0,2.0,2.0,49.44,mobile,0.04,Low
L504359,C101033,MKT2012,18/06/2025,Partner,/landing-a,5,64.0,South West,True,2025/06/25,9.83,5.0,34.0,non-binary,High,silver,6.111111111111111,274.3333333333333,2.0,0.0,9.0,0.0,tablet,0.5,Medium
L504360,C101510,MKT2024,"Aug 24, 2025",Creator,/new-arrivals,5,47.0,South South,True,2025-09-03,23.16,5.0,27.0,male,Middle,silver,5.25,174.25,4.0,3.0,8.0,116.34,desktop,0.6,Medium
L504361,C100878,MKT2006,2025/03/21,Meta,/promo-summer,0,9.0,South West,False,,14.91,0.0,31.0,female,Low,bronze,4.875,236.125,5.0,1.0,8.0,40.39,mobile,0.16,Low
L504362,C100143,MKT2025,2025-09-15,Meta,/new-arrivals,20,39.0,North Central,True,2025/10/14,6.72,20.0,27.0,male,Lower-Middle,gold,6.125,235.5625,6.0,3.0,16.0,0.0,desktop,0.3,Low
L504363,C101812,MKT2000,"May 05, 2025",Meta,/landing-a,10,24.0,South South,True,2025/05/08,20.89,10.0,33.0,female,Low,bronze,5.5,163.66666666666666,2.0,2.0,6.0,0.0,mobile,0.24666666666666667,Low
L504364,C102327,MKT2035,2025-11-28,Google,/promo-summer,0,20.0,South West,True,12-07-2025,20.42,0.0,18.0,male,Middle,bronze,5.166666666666667,113.83333333333331,3.0,2.0,6.0,0.0,mobile,0.7266666666666667,High
L504365,C101715,MKT2007,2025-04-05,Creator,/quiz,20,14.0,North West,False,,19.59,20.0,40.0,male,Low,bronze,5.4,239.7,3.0,2.0,10.0,0.0,desktop,0.36,Medium
L504366,C102068,MKT2025,2025-09-12,Meta,/landing-b,15,66.0,South East,False,,7.4,15.0,39.0,female,Upper-Middle,platinum,5.0,227.83333333333337,0.0,0.0,6.0,0.0,mobile,0.30666666666666664,Low
L504367,C100091,MKT2018,07-03-2025,Meta,/new-arrivals,10,24.0,North Central,True,2025-07-21,14.06,10.0,48.0,male,Middle,gold,5.2727272727272725,228.9090909090909,2.0,0.0,11.0,221.08,desktop,0.7733333333333333,High
L504368,C100136,MKT2001,"Jan 17, 2025",Google,/landing-b,20,56.0,South East,True,2025-01-22,24.09,20.0,27.0,male,Upper-Middle,gold,4.833333333333333,191.66666666666663,3.0,1.0,6.0,56.27,mobile,0.8,High
L504369,C100794,MKT2018,2025-07-04,Meta,/bundle-offer,15,5.0,South South,True,2025-07-16,13.48,15.0,35.0,male,Low,bronze,6.0,254.28571428571428,2.0,1.0,7.0,0.0,mobile,0.7266666666666667,High
L504370,C101394,MKT2025,2025-09-05,Meta,/promo-summer,20,36.0,South East,False,,14.35,20.0,24.0,male,High,bronze,6.0,256.75,5.0,2.0,8.0,49.61,desktop,0.04666666666666667,Low
L504371,C100492,MKT2001,2025-02-08,Google,/landing-b,10,27.0,South East,False,,18.49,10.0,29.0,non-binary,Middle,silver,5.714285714285714,227.57142857142856,3.0,1.0,7.0,0.0,mobile,0.4666666666666667,Medium
L504372,C101399,MKT2002,01-27-2025,Google,/promo-summer,0,39.0,South West,False,,19.27,0.0,49.0,female,Middle,bronze,5.0,280.7142857142857,3.0,2.0,7.0,0.0,mobile,0.3466666666666667,Medium
L504373,C100998,MKT2025,2025-09-20,Meta,/landing-b,15,35.0,North West,False,,USD 17.32,15.0,18.0,male,Middle,bronze,5.5,305.0,3.0,2.0,6.0,115.96,desktop,0.15333333333333332,Low
L504374,C101551,MKT2025,2025-09-14,Meta,/landing-b,15,34.0,South West,False,,11.91,15.0,26.0,male,Middle,bronze,5.833333333333333,121.0,2.0,1.0,7.0,25.87,mobile,0.12,Low
L504375,C101069,MKT2020,2025/04/07,CRM,/promo-summer,15,23.0,North West,False,,1,15.0,39.0,female,Middle,bronze,5.111111111111111,196.88888888888889,1.0,1.0,9.0,75.09,mobile,0.11333333333333333,Low
L504376,C100348,MKT2019,2025-08-05,Meta,/new-arrivals,0,32.0,South South,False,,14.38,0.0,39.0,female,Middle,silver,7.857142857142857,151.28571428571428,3.0,1.0,7.0,160.4,tablet,0.09333333333333334,Low
L504377,C101888,MKT2021,12-19-2025,Partner,/promo-summer,10,36.0,North Central,True,2026-01-16,15.26,10.0,36.0,male,Middle,silver,4.909090909090909,238.54545454545453,4.0,4.0,11.0,103.09,mobile,0.7933333333333333,High
L504378,C100645,MKT2021,"Jan 08, 2026",Partner,/new-arrivals,5,41.0,North Central,False,,9.11,5.0,19.0,female,Middle,bronze,5.7,234.4,2.0,1.0,10.0,237.9,desktop,0.17333333333333334,Low
L504379,C102252,MKT2006,2025-03-13,Meta,/promo-summer,0,16.0,South West,False,,18.98,0.0,48.0,male,Low,bronze,3.4285714285714284,233.1428571428571,3.0,2.0,7.0,9.74,mobile,0.32666666666666666,Low
L504380,C100906,,2025-04-11,Creator,/bundle-offer,10,8.0,South East,True,2025-04-23,15.23,10.0,30.0,female,Lower-Middle,bronze,5.0,281.3333333333333,1.0,1.0,6.0,0.0,tablet,0.5333333333333333,Medium
L504381,C100453,MKT2011,2025-04-28,CRM,/landing-b,10,61.0,South West,True,2025-05-15,7.01,10.0,18.0,female,Lower-Middle,platinum,5.2,219.0,4.0,2.0,15.0,22.54,mobile,0.8533333333333334,High
L504382,C101802,MKT2015,2025-06-10,Google,/landing-b,20,45.0,North West,True,2025/06/16,$15.36,20.0,30.0,female,Lower-Middle,bronze,5.461538461538462,233.92307692307693,5.0,1.0,13.0,0.0,mobile,0.37333333333333335,Medium
L504383,C102309,MKT2001,2025-02-08,Google,/promo-summer,10,50.0,North Central,False,,23.52,10.0,30.0,female,Middle,gold,6.5,243.25,3.0,1.0,8.0,132.37,mobile,0.16666666666666666,Low
L504384,C100725,MKT2026,"Sep 25, 2025",Google,/quiz,0,98.0,South West,False,,USD 17.62,0.0,38.0,non-binary,High,gold,4.5,220.45454545454547,4.0,3.0,12.0,0.0,mobile,0.2733333333333333,Low
L504385,C102177,MKT2016,"Jun 03, 2025",CRM,/promo-summer,10,24.0,South West,False,,5.62,10.0,0.0,female,Low,silver,4.5,187.125,0.0,0.0,8.0,52.49,mobile,0.06,Low
L504386,C101960,MKT2004,02/09/2025,Partner,/landing-b,10,40.0,South East,True,2025-09-21,12.72,10.0,46.0,non-binary,High,silver,5.4,228.6,5.0,1.0,10.0,146.29,mobile,0.7733333333333333,High
L504387,C10012,MKT2021,2025-12-13,Partner,/landing-a,10,48.0,South West,False,,3.73,10.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,,Unknown,0.07333333333333333,Low
L504388,C101407,MKT2027,2025-04-30,Google,/new-arrivals,5,23.0,South West,False,,USD 17.04,5.0,39.0,female,Low,bronze,5.6923076923076925,226.23076923076923,8.0,1.0,13.0,72.12,desktop,0.03333333333333333,Low
L504389,C102385,MKT2031,2025-10-19,Meta,/bundle-offer,15,66.0,South West,True,2025-10-28,19.08,15.0,19.0,female,Upper-Middle,bronze,4.8,219.8,1.0,1.0,5.0,265.27,mobile,0.8066666666666666,High
L504390,C100258,MKT2013,2025-04-13,Meta,/new-arrivals,10,53.0,South South,True,2025-04-19,15.89,10.0,30.0,male,High,bronze,5.857142857142857,228.8571428571429,3.0,3.0,7.0,78.74000000000001,desktop,0.76,High
L504391,C101535,MKT2031,2025-10-12,Meta,/landing-a,10,22.0,South West,False,,14.32,10.0,52.0,female,Lower-Middle,bronze,4.714285714285714,286.85714285714283,1.0,0.0,7.0,173.89,mobile,0.12,Low
L504392,C101304,MKT2019,2025-08-01,Meta,/promo-summer,0,26.0,South East,False,,8.11,0.0,27.0,non-binary,Low,bronze,6.8,180.2,3.0,2.0,5.0,60.02,mobile,0.5666666666666667,Medium
L504393,C100789,MKT2033,2025-11-22,Programmatic,/new-arrivals,20,41.0,South West,False,,4.91,20.0,45.0,female,High,bronze,6.333333333333333,198.66666666666663,1.0,0.0,6.0,43.16,tablet,0.12666666666666668,Low
L504394,C101659,MKT2026,2025-09-01,Google,/new-arrivals,10,48.0,South West,False,,18.22,10.0,34.0,female,Middle,silver,5.555555555555555,222.11111111111111,3.0,1.0,9.0,110.59,mobile,0.16666666666666666,Low
L504395,C100766,MKT2029,2025-09-25,Google,/quiz,10,45.0,South East,False,,18.76,10.0,33.0,female,Middle,gold,5.444444444444445,257.8888888888889,4.0,2.0,9.0,38.18000000000001,mobile,0.48,Medium
L504396,C101112,MKT2020,2025-03-17,CRM,/quiz,20,20.0,South South,False,,1.0,20.0,24.0,female,Lower-Middle,bronze,5.888888888888889,225.44444444444449,2.0,2.0,9.0,43.75,mobile,0.15333333333333332,Low
L504397,C102246,MKT2026,"Aug 28, 2025",Google,/bundle-offer,5,47.0,South South,False,,18,5.0,46.0,female,Low,gold,4.916666666666667,215.58333333333337,2.0,1.0,12.0,120.29,mobile,0.08666666666666667,Low
L504398,C100010,MKT2032,2025-11-16,Google,/bundle-offer,10,75.0,North West,True,12-09-2025,24.05,10.0,21.0,female,Upper-Middle,platinum,7.0,306.3333333333333,2.0,0.0,3.0,132.0,mobile,0.8,High
L504399,C102358,MKT2006,2025-03-08,Meta,/new-arrivals,15,27.0,South South,False,,11.08,15.0,46.0,male,Lower-Middle,silver,5.636363636363637,184.45454545454547,2.0,2.0,11.0,70.16,desktop,0.3466666666666667,Medium
L504400,C101211,MKT2030,2025-02-01,Programmatic,/new-arrivals,0,21.0,North Central,False,,9.83,0.0,33.0,male,Low,gold,3.8333333333333335,203.33333333333337,1.0,1.0,6.0,133.53,desktop,0.32666666666666666,Low
L504401,C100353,MKT2023,2025-08-16,CRM,/landing-b,15,21.0,North West,False,,7.66,15.0,35.0,female,Low,gold,4.857142857142857,208.8571428571429,2.0,1.0,7.0,16.25,desktop,0.09333333333333334,Low
L504402,C101166,MKT2021,2026/01/04,Partner,/landing-a,10,67.0,South West,True,2026-01-16,11.62,10.0,23.0,male,Upper-Middle,gold,6.428571428571429,271.14285714285717,4.0,0.0,7.0,190.43,mobile,0.8266666666666667,High
L504403,C100430,MKT2019,2025-06-26,Meta,/new-arrivals,10,20.0,South West,False,,11.56,10.0,34.0,female,Low,silver,5.5,262.8333333333333,3.0,2.0,6.0,44.72,mobile,0.24666666666666667,Low
L504404,C102125,MKT2000,2025-05-23,Meta,/new-arrivals,0,5.0,South West,False,,9.51,0.0,20.0,female,Low,bronze,5.0,192.5,6.0,2.0,10.0,0.0,tablet,0.12,Low
L504405,C100773,MKT2008,2025-03-24,Meta,/promo-summer,5,16.0,North West,False,,20.43,5.0,38.0,non-binary,Middle,bronze,4.142857142857143,242.57142857142856,1.0,0.0,7.0,129.5,desktop,0.05333333333333334,Low
L504406,C100556,MKT2033,2025-11-01,Programmatic,/new-arrivals,20,33.0,South West,True,2025-11-28,10.48,20.0,23.0,female,Upper-Middle,platinum,5.0,152.0,1.0,1.0,1.0,0.0,mobile,0.8533333333333334,High
L504407,C101221,MKT2015,2025-06-05,Google,/quiz,10,13.0,North West,True,2025-07-05,19.96,10.0,38.0,female,Low,gold,5.846153846153846,222.92307692307693,2.0,1.0,13.0,131.34,mobile,0.2,Low
L504408,C102255,MKT2034,2025-08-08,Meta,/promo-summer,20,8.0,South South,False,,19.87,20.0,23.0,male,Middle,bronze,6.333333333333333,207.33333333333337,3.0,2.0,9.0,25.71,mobile,0.09333333333333334,Low
L504409,C101820,MKT2008,2025-04-10,Meta,/quiz,10,22.0,North Central,True,2025-05-03,14.28,10.0,19.0,female,Middle,bronze,6.6,199.4,4.0,1.0,10.0,152.53,desktop,0.68,High
L504410,C100695,MKT2025,"Aug 29, 2025",Meta,/new-arrivals,10,5.0,North Central,False,,5.96,10.0,32.0,female,Lower-Middle,bronze,5.5,197.4,4.0,1.0,10.0,0.0,mobile,0.20666666666666667,Low
L504411,C101987,MKT2012,2025-06-09,Partner,/bundle-offer,10%,17.0,South East,False,,5.29,10.0,38.0,female,Lower-Middle,silver,5.714285714285714,195.57142857142856,4.0,2.0,7.0,105.58,mobile,0.17333333333333334,Low
L504412,C101068,MKT2027,"Apr 23, 2025",Google,/bundle-offer,5,38.0,South West,False,,13.85,5.0,23.0,male,High,bronze,5.166666666666667,168.66666666666666,4.0,3.0,6.0,166.24,mobile,0.22,Low
L504413,C100379,MKT2032,2025-11-13,Google,/new-arrivals,10,52.0,S/South,True,2025-12-03,14.64,10.0,21.0,non-binary,Low,silver,5.166666666666667,210.0,1.0,1.0,6.0,62.37,mobile,0.3,Low
L504414,C101584,MKT2007,2025-03-12,Creator,/new-arrivals,20,37.0,North Central,False,,19.9,20.0,28.0,female,Low,gold,6.0,262.77777777777777,0.0,0.0,9.0,0.0,mobile,0.3466666666666667,Medium
