customer_id,gender,age,city,region,signup_date,preferred_device,loyalty_tier,email_opt_in,income_band
C101811,Male,35,Port Harcourt,South South,2024-08-23,Mobile,Bronze,Yes,High
C101812,Female,33,Port Harcourt,South South,2025-11-18,Mobile,Bronze,Yes,Low
C101813,Non-binary,51,Port Harcourt,South South,2024-11-01,Mobile,Bronze,No,Low
C101814,Male,25,Abuja,North Central,2025-04-28,Mobile,Silver,No,Lower-Middle
C101815,Male,31,Calabar,South South,2024-03-03,Mobile,Gold,No,Lower-Middle
C101816,Female,33,Ibadan,South West,2025-12-10,Mobile,Bronze,Yes,Lower-Middle
C101817,Male,35,Ibadan,South West,2024-01-26,Mobile,Silver,Yes,Middle
C101818,Male,48,Port Harcourt,South South,2024-04-07,Desktop,Bronze,Yes,Middle
C101819,Female,32,Abuja,North Central,2024-01-26,Mobile,Gold,Yes,Upper-Middle
C101820,Female,19,Abuja,North Central,2024-04-09,Desktop,Bronze,Yes,Middle
C101821,Non-binary,47,Calabar,South South,2025-11-02,Mobile,Silver,Yes,Middle
C101822,Male,37,Kaduna,North West,2025-01-12,Mobile,Gold,Yes,Upper-Middle
C101823,Female,20,Ibadan,South West,2025/11/05,TAB,Gold,Yes,Low
C101824,Male,27,Benin City,South South,2025-01-27,Mobile,Bronze,No,Upper-Middle
C101825,Female,30,Enugu,South East,2024-07-15,Mobile,Bronze,Yes,Middle
C101826,Female,34,Port Harcourt,South South,2024-12-07,Tablet,Bronze,Yes,Middle
C101827,Male,40,Abuja,North Central,2024-04-02,Desktop,Bronze,Yes,High
C101828,Female,31,Ibadan,South West,2024-01-17,Mobile,Bronze,No,Upper-Middle
C101829,Female,28,Ibadan,South West,2025-12-06,Mobile,Bronze,Yes,Middle
C101830,Male,25,Enugu,South East,2025-10-02,Mobile,Gold,Yes,Lower-Middle
C101831,Male,32,Jos,North Central,2025-11-12,Mobile,Silver,Yes,Middle
C101832,Male,34,Enugu,South East,2025-06-19,Tablet,Platinum,No,Upper-Middle
C101833,Female,37,Kano,North West,2024-08-26,Mobile,Platinum,Yes,Middle
C101834,Female,18,Ibadan,South West,2025-01-12,Mobile,Silver,Yes,Middle
C101835,Female,25,Lagos,South West,10-15-2025,Mobile,Silver,No,High
C101836,Male,0,Jos,North Central,2024-12-23,Tablet,Bronze,Yes,Upper-Middle
C101837,Female,48,Enugu,South East,2024-10-24,Mobile,Gold,Yes,Upper-Middle
C101838,Male,41,Ibadan,South West,2025-01-16,Mobile,Silver,Yes,Low
C101839,Female,18,Kaduna,North West,2025-07-19,Mobile,Silver,Yes,Low
C101840,Male,18,Jos,North Central,2025-03-26,Desktop,Silver,Yes,Middle
C101841,Female,38,Abuja,North Central,2025-08-07,Desktop,Silver,No,Middle
C101842,Male,33,Benin City,South South,2024-09-10,Mobile,Gold,Yes,Lower-Middle
C101843,Male,34,Calabar,South South,2024-12-28,Mobile,Bronze,No,Middle
C101844,Female,50,Abuja,North Central,2025-12-14,Mobile,Bronze,No,Low
C101845,Male,24,Lagos,South West,2025-07-04,Mobile,Bronze,No,High
C101846,Female,44,Calabar,South South,2025-05-06,Desktop,Bronze,Yes,Lower-Middle
C101847,Male,34,Enugu,South East,2025-06-07,Desktop,Bronze,Yes,Middle
C101848,Female,28,Lagos,South West,2025-02-23,Desktop,Bronze,Yes,Middle
C101849,Female,18,Benin City,South South,2024-10-09,Tablet,Gold,Yes,Middle
C101850,Female,23,Kano,North West,2025-09-09,Desktop,Bronze,No,Middle
C101851,Female,46,Kano,North West,2024-08-15,Mobile,Bronze,Yes,Low
C101852,Female,34,Benin City,South South,10-27-2024,Tablet,Silver,Yes,Low
C101853,Male,40,Benin City,South South,2024-01-18,Desktop,Bronze,No,Lower-Middle
C101854,Female,38,Benin City,South South,2024-10-24,Desktop,Gold,Yes,High
C101855,Male,32,Benin City,South South,2024-09-14,Mobile,Bronze,Yes,Middle
C101856,Female,40,Lagos,South West,02/07/2024,Mobile,Bronze,Yes,Lower-Middle
C101857,Male,36,Lagos,South West,2024-12-02,Mobile,Bronze,Yes,Middle
C101858,Female,31,Abuja,North Central,2025-11-16,Mobile,Silver,No,Middle
C101859,Male,30,Jos,North Central,2024-01-28,Tablet,Silver,Yes,Lower-Middle
C101860,Non-binary,27,Ibadan,South West,2024-10-30,Mobile,Bronze,No,Low
C101861,Female,36,Benin City,South South,2024-06-06,Mobile,Bronze,No,Lower-Middle
C101862,Female,31,Calabar,South South,2024-05-01,Mobile,Silver,No,Low
C101863,Female,43,Lagos,South West,2025-09-20,Mobile,Bronze,No,Low
C101864,Female,30,Lagos,South West,2025-03-16,Mobile,Gold,Yes,Upper-Middle
C101865,Male,25,Abuja,North Central,02-11-2024,phone,Bronze,Yes,Middle
C101866,Female,18,Jos,North Central,2025-06-17,Mobile,Silver,Yes,Low
C101867,Male,40,Kano,North West,01-26-2024,Mobile,Silver,No,Low
C101868,Male,55,Lagos,South West,2024-11-29,Mobile,Platinum,1,Upper-Middle
C101869,Female,33,Lagos,South West,09-06-2025,Desktop,Bronze,Yes,Lower-Middle
C101870,Non-binary,18,Lagos,South West,2024-05-29,Mobile,Bronze,Yes,Lower-Middle
C101871,Non-binary,41,Jos,North Central,2024-07-26,Tablet,Gold,No,Upper-Middle
C101872,Male,27,Port Harcourt,South South,2024-11-07,Mobile,Bronze,Yes,Middle
C101873,Male,39,Enugu,South East,2025-10-10,Desktop ,Bronze,Yes,Upper-Middle
C101874,Female,36,Enugu,South East,2024-11-12,Mobile,Gold,Yes,Upper-Middle
C101875,Male,39,Calabar,South South,02-25-2024,Desktop,Silver,Yes,Middle
C101876,Female,34,Benin City,South South,2025-09-11,Mobile,Bronze,Yes,Lower-Middle
C101877,Female,31,Abuja,North Central,2024-06-17,Mobile,Gold,Yes,Low
C101878,Female,42,Ibadan,South West,2025-07-10,Mobile,Silver,Yes,Upper-Middle
C101879,Female,30,Jos,North Central,2024-06-30,Desktop,Silver,Yes,Upper-Middle
C101880,Male,43,Calabar,South South,2024/03/07,Mobile,Bronze,No,Lower-Middle
C101881,Female,28,Port Harcourt,South South,2024-09-15,Desktop,Silver,Yes,Low
C101882,Male,34,Ibadan,South West,2024-09-16,Desktop,Bronze,Yes,Middle
C101883,Female,26,Kaduna,North West,2024-11-05,Mobile,Gold,Yes,Lower-Middle
C101884,Female,41,Port Harcourt,South South,2025-10-22,Desktop,Bronze,No,Middle
C101885,Female,27,Abuja,North Central,"Nov 06, 2024",Tablet,Bronze,Yes,Middle
C101886,Female,26,Abuja,North Central,2024-05-24,Mobile,Bronze,Yes,High
C101887,Male,41,Ibadan,South West,2024-10-07,Desktop,Silver,No,Middle
C101888,Male,36,Abuja,North Central,2024-03-23,Mobile,Silver,Yes,Middle
C101889,Female,32,Kaduna,North West,12-02-2024,Mobile,Bronze,Yes,Lower-Middle
C101890,Female,24,Kano,North West,2024-02-06,Mobile,Silver,Yes,Middle
C101891,Female,33,Jos,North Central,2024-09-02,Desktop,Gold,Yes,Middle
C101892,Female,37,Kaduna,North West,2024-03-12,Mobile,Bronze,No,Low
C101893,Male,39,Ibadan,South West,2025-03-05,Mobile,Bronze,No,Lower-Middle
C101894,Male,27,Lagos,South West,2025-09-10,Mobile,Silver,No,Low
C101895,Female,37,Abuja,North Central,2024-11-12,Mobile,Bronze,Yes,Low
C101896,Female,18,Jos,North Central,2025-09-26,Mobile,Bronze,Yes,Middle
C101897,Male,34,Kano,North West,2024-08-15,Mobile,Gold,Yes,Upper-Middle
C101898,Female,25,Lagos,South West,2025-12-03,Mobile,Bronze,No,Upper-Middle
C101899,Female,39,Ibadan,South West,2024-02-14,Mobile,Bronze,Yes,Lower-Middle
C101900,Female,29,Kaduna,North West,2024-03-11,Mobile,Silver,Yes,Middle
C101901,Female,53,Enugu,South East,2024-07-28,Mobile,Silver,Yes,Middle
C101902,Female,34,Enugu,South East,21/07/2025,Mobile,Gold,Yes,High
C101903,Male,36,Jos,North Central,2025-11-09,Mobile,Bronze,Yes,Lower-Middle
C101904,Male,18,Ibadan,South West,2025-11-20,Mobile,Bronze,Yes,Middle
C101905,Male,21,Kano,North West,2025-07-28,Mobile,Bronze,0,Low
C101906,Male,42,Lagos,South West,2024/08/10,Mobile,Silver,Yes,Lower-Middle
C101907,Male,27,Kano,North West,2024-03-02,Desktop,Silver,Yes,Lower-Middle
C101908,Non-binary,43,Ibadan,South West,2025-09-20,Mobile,Silver,Yes,Lower-Middle
C101909,Female,27,Lagos,South West,2024-01-28,Mobile,Platinum,Yes,Lower-Middle
C101910,Female,38,Abuja,North Central,2025-07-05,Tablet,Bronze,Yes,High
C101911,Male,26,Kano,North West,2024-07-15,Desktop,Silver,Yes,Lower-Middle
C101912,Female,37,Abuja,North Central,2024-02-23,Mobile,Silver,No,Middle
C101913,Female,39,Port Harcourt,South South,2024-01-14,Mobile,Bronze,Yes,Lower-Middle
C101914,Male,41,Port Harcourt,South South,13/03/2025,Mobile,Platinum,Yes,Lower-Middle
C101915,Female,26,Kaduna,North West,2024-02-25,Mobile,Silver,No,Middle
C101916,Female,21,Lagos,South West,03-06-2025,Mobile,Gold,No,Middle
C101917,Female,38,Lagos,South West,2024-10-29,Mobile,Bronze,Yes,Middle
C101918,Male,35,Lagos,South West,2024-02-04,Desktop,Bronze,Yes,Upper-Middle
C101919,Male,39,Kano,North West,2025-06-09,Desktop,Gold,Yes,Middle
C101920,Male,22,Lagos,South West,14/03/2025,Mobile,Bronze,Yes,Lower-Middle
C101921,Female,39,Benin City,South South,2025-12-16,Desktop,Gold,Yes,High
C101922,Female,?,Ibadan,South West,2025-07-12,Mobile,Bronze,Yes,Middle
C101923,Female,23,Port Harcourt,South South,"May 13, 2025",Tablet,Gold,Yes,High
C101924,Female,29,Port Harcourt,South South,2025-12-19,Mobile,Gold,Yes,Lower-Middle
C101925,Male,41,Ibadan,South West,2025-12-18,Mobile,Silver,Yes,Lower-Middle
C101926,Female,34,Lagos,South West,2025-09-17,Mobile,Gold,No,Low
C101927,Female,34,Abuja,North Central,2025-08-17,Mobile,Gold,Yes,Upper-Middle
C101928,Non-binary,34,Abjua,South South,2024-06-15,Mobile,Gold,Yes,Lower-Middle
C101929,Male,29,Lagos,South West,2025/04/10,Desktop,Gold,No,Middle
C101930,Male,44,Ibadan,South West,2024-09-26,Mobile,Silver,Yes,Middle
C101931,Female,33,Abuja,North Central,2025-08-23,Mobile,Silver,Yes,Low
C101932,Male,20,Lagos,North Cntrl,2025-09-11,Tablet,Bronze,No,High
C101933,Male,20,Lagos,South West,2024-01-24,Desktop ,Bronze,Yes,Low
C101934,Female,28,Abuja,North Central,2024-12-10,Mobile,Silver,No,Middle
C101935,Female,30,Kano,North West,2024-12-11,Desktop,Bronze,Yes,Middle
C101936,Male,39,Enugu,South East,2025-09-13,Mobile,Gold,No,Middle
C101937,Male,18,Ibadan,South West,2025-11-10,Desktop,Silver,Yes,Low
C101938,Female,40,Lagos,South West,2024-03-10,Mobile,Silver,Yes,Middle
C101939,Female,43,Benin City,South South,2024-04-30,Desktop,Gold,Yes,High
C101940,Non-binary,99,Jos,North Central,2024-08-23,Mobile,Bronze,No,Middle
C101941,Male,44,Lagos,South West,2025-08-11,Mobile,Bronze,Yes,Lower-Middle
C101942,Male,27,Port Harcourt,South South,2024-10-18,Desktop,Platinum,Yes,Low
C101943,Female,32,Lagos,South West,2025-02-27,Mobile,Gold,No,Middle
C101944,Female,29,Benin City,South South,2025-04-11,Mobile,Silver,No,Middle
C101945,Male,47,Lagos,South West,2025-03-20,Mobile,Bronze,Yes,Middle
C101946,Male,43,Calabar,South South,2025-04-04,Mobile,Silver,No,Lower-Middle
C101947,Male,43,Port Harcourt,South South,2024-08-23,Mobile,Platinum,Yes,Middle
C101948,Male,23,Kano,North West,07-24-2025,Mobile,Bronze,No,High
C101949,Female,34,Abuja,North Central,2025-04-15,Desktop,Gold,No,High
C101950,Male,23,Abuja,North Central,01-02-2025,Desktop,Gold,Yes,Middle
C101951,Male,34,Lagos,South West,2025-11-30,Mobile,Gold,No,Lower-Middle
C101952,Non-binary,38,Enugu,South East,2025-05-13,Desktop,Platinum,Yes,Lower-Middle
C101953,Female,45,Abuja,North Central,2024-04-26,Desktop,Bronze,No,Low
C101954,Male,32,Abuja,North Central,2024-04-16,Mobile,Silver,No,Middle
C101955,Female,35,Port Harcourt,South South,2024-04-29,Tablet,Silver,Yes,High
C101956,Male,32,Lagos,South West,2025-03-31,mobile,Bronze,,Middle
C101957,Male,24,Abuja,North Central,2024-11-09,Mobile,Bronze,No,Middle
C101958,Female,48,P/Harcourt,North Central,2025-06-29,Mobile,Bronze,Yes,Lower-Middle
C101959,Female,36,Calabar,South South,2024-08-29,Mobile,Gold,No,Middle
C101960,Non-binary,46,Enugu,South East,2024-05-11,Mobile,Silver,Yes,High
C101961,Male,41,Abuja,North Central,2025-10-10,Mobile,Bronze,No,Low
C101962,Male,22,Enugu,South-West,2024-01-06,Mobile,Silver,Yes,Upper-Middle
C101963,Male,28,Lagos,South West,2025-06-08,Desktop,Bronze,Yes,Low
C101964,Male,0,Benin City,South South,2025-08-12,Mobile,Silver,Yes,High
C101965,Male,41,Enugu,South East,2025-06-24,Desktop,Silver,Yes,Lower-Middle
C101966,Male,39,Lagos,South West,25/01/2024,Mobile,Gold,Yes,Low
C101967,Male,33,Lagos,South West,2025-02-15,Desktop,Bronze,Yes,Upper-Middle
C101968,Female,41,Kaduna,North West,18/11/2024,Desktop,Bronze,Yes,Lower-Middle
C101969,Female,24, lagos ,North West,2025-11-17,Mobile,Silver,Yes,Middle
C101970,Male,31, lagos ,South South,2025-05-18,Desktop,Gold,Yes,Lower-Middle
C101971,Male,23,Lagos,South West,"Sep 02, 2024",Desktop,Bronze,Yes,Middle
C101972,Female,42,Lagos,South West,2025-11-07,Mobile,Gold,Yes,Middle
C101973,Female,36,Lagos,South West,2025-10-13,Mobile,Gold,Yes,Middle
C101974,Female,39,Abuja,North Central,2025-03-25,Mobile,Silver,Yes,Middle
C101975,Male,31,Lagos,South West,2025-04-03,Tablet,Bronze,Yes,Low
C101976,Male,18,Benin City,South South,2025-10-18,Mobile,Bronze,No,Lower-Middle
C101977,Male,26,Lagos,South West,2024-02-07,Desktop,Bronze,No,Middle
C101978,Male,34,Ibadan,South West,2024-12-29,Mobile,Silver,No,High
C101979,Female,33,Ibadan,South West,2024-06-03,Mobile,Bronze,No,Middle
C101980,Female,41,Lagos,South West,2024-07-18,Mobile,Gold,Yes,Upper-Middle
C101981,Male,43,Kano,North West,2025-09-24,Desktop,Bronze,Yes,Lower-Middle
C101982,Female,28,Calabar,South South,2024-06-22,Desktop,Bronze,Yes,Middle
C101983,Female,40,Port Harcourt,South South,2024-12-23,Desktop,Gold,Yes,Upper-Middle
C101984,Male,18,Ibadan,South West,2024-11-24,Mobile,Bronze,Yes,Lower-Middle
C101985,Male,39,Port Harcourt,South South,2024-04-10,Desktop,Silver,Yes,Middle
C101986,Female,18,Calabar,South South,2024-08-24,Mobile,Silver,No,High
C101987,Female,38,Enugu,South East,2025-06-01,Mobile,Silver,Yes,Lower-Middle
C101988,Female,18,Calabar,South South,2025-08-05,Mobile,Silver,Yes,Low
C101989,Female,37,Port Harcourt,South South,2024-06-25,Desktop,Bronze,Yes,Lower-Middle
C101990,Female,47,Abuja,North Central,2025-09-01,Mobile,Gold,No,Lower-Middle
C101991,Male,31,Lagos,South West,2024-10-12,Mobile,Bronze,Yes,Upper-Middle
C101992,Female,39,Lagos,South West,2025-10-20,Tablet,Platinum,Yes,Upper-Middle
C101993,Female,43,Calabar,South South,2025-11-12,Mobile,Gold,Yes,Middle
C101994,Male,18,Benin City,South South,2025-08-27,Desktop,Gold,No,High
C101995,Female,18,Ibadan,South West,09-25-2025,Mobile,Gold,No,Upper-Middle
C101996,Female,33,Lagos,South West,2025-02-25,Desktop,Bronze,No,High
C101997,Female,23,Jos,North Central,2025-06-16,Mobile,Bronze,Yes,Lower-Middle
C101998,Female,29,Lagos,South West,2025/08/01,Desktop,Bronze,Yes,High
C101999,Male,58,Kano,North West,2024-09-05,Mobile,Bronze,Yes,Upper-Middle
C102000,Male,50,Benin City,South South,2025-06-14,Mobile,Silver,Yes,Low
C102001,Male,39,Kaduna,North West,03/01/2025,Mobile,Silver,Yes,Low
C102002,Non-binary,27,Kaduna,North West,2025-02-13,Mobile,Bronze,Yes,Lower-Middle
C102003,Male,38,Kano,North West,2024-02-27,Tablet,Silver,Yes,Lower-Middle
C102004,Male,36,Benin City,South South,2025-10-14,Mobile,Gold,Yes,Low
C102005,Female,32,Port Harcourt,South South,2024-01-24,mobile,Platinum,Yes,Lower-Middle
C102006,Female,48,Enugu,South East,09-21-2024,Mobile,Platinum,Yes,Upper-Middle
C102007,Non-binary,18,Lagos,South West,2024-04-17,Mobile,Gold,Yes,Upper-Middle
C102008,Female,48,Abuja,North Central,2025-10-14,Mobile,Bronze,Yes,Lower-Middle
C102009,Male,29,Kaduna,North West,2024-11-06,Mobile,Silver,No,Upper-Middle
C102010,Male,45,Jos,North Central,2024-10-31,Desktop,Silver,No,Lower-Middle
C102011,Female,32,Kano,North West,11-04-2025,Desktop,Bronze,No,Middle
C102012,Male,28,Lagos,South West,"Feb 22, 2024",Mobile,Bronze,Yes,Middle
C102013,Male,-3,Enugu,South East,2024-08-13,Mobile,Gold,Yes,Middle
C102014,Female,36,Calabar,South South,2025-11-08,Mobile,Bronze,No,Lower-Middle
C102015,Female,36,Ibadan,South West,2024-05-04,Mobile,Bronze,Yes,Middle
C102016,Female,61,Port Harcourt,South South,2025-09-30,Mobile,Silver,Yes,High
C102017,Male,48,Port Harcourt,South South,2025-09-23,Desktop,Silver,Yes,Middle
C102018,Female,33,Benin City,South South,2025-04-24,Desktop,Gold,No,Lower-Middle
C102019,Male,22,Lagos,South West,06-14-2024,Mobile,Bronze,Yes,Lower-Middle
C102020,Male,34,Lagos,South West,12-12-2024,Mobile,Gold,Yes,Lower-Middle
C102021,Male,39,Calabar,South South,2025-07-28,Mobile,Bronze,Yes,Low
C102022,Male,18,Abjua,South West,2025-03-02,Desktop,Platinum,Yes,Lower-Middle
C102023,Female,33,Ibadan,South West,2025-03-22,Mobile,Silver,Yes,Low
C102024,Female,45,Abuja,North Central,2024-05-03,Mobile,Silver,No,Lower-Middle
C102025,Female,29,Lagos,South West,2024-05-07,Mobile,Bronze,Yes,Lower-Middle
C102026,Female,19,Lagos,South West,2024-12-17,Mobile,Bronze,Yes,Lower-Middle
C102027,Male,40,Lagos,South West,2024-10-03,Mobile,Gold,Yes,Middle
C102028,Male,48,Kano,North West,2024-02-14,Tablet,Gold,No,Middle
C102029,Male,31,Kaduna,North West,2024-02-18,Desktop,Bronze,No,Lower-Middle
C102030,Female,35,Calabar,South South,2025-07-26,Mobile,Silver,Yes,Lower-Middle
C102031,Female,44,Calabar,South South,2024-12-23,Desktop,Bronze,Yes,Upper-Middle
C102032,Male,38,Lagos,South West,2024/02/24,Desktop,Bronze,Yes,Low
C102033,Male,27,Lagos,South West,2025-04-14,Mobile,Bronze,Yes,Middle
C102034,Male,30,Kano,North West,2025-11-05,Desktop,Gold,Yes,Lower-Middle
C102035,Male,33,Abuja,North Central,2025-01-25,Mobile,Silver,Yes,Lower-Middle
C102036,Male,33,Jos,North Central,2024-10-22,Mobile,Bronze,No,Lower-Middle
C102037,Female,44,Ibadan,South West,2025-01-24,Mobile,Bronze,No,Lower-Middle
C102038,male,24,Port Harcourt,South South,2025-02-16,Desktop,Bronze,No,High
C102039,Male,37,Port Harcourt,South South,2024-06-04,Mobile,Silver,No,Middle
C102040,Male,32,Abuja,North Central,2025-10-04,Mobile,Bronze,Yes,Middle
C102041,Female,18,Benin City,South South,2024-04-27,Mobile,Bronze,Yes,Upper-Middle
C102042,Female,40,Lagos,South West,2024-07-15,Tablet,Silver,No,Low
C102043,Female,35,Calabar,South South,2024-04-15,Mobile,Silver,No,High
C102044,Female,22,Enugu,South East,2024-01-02,Mobile,Bronze,No,Low
C102045,Female,18,Enugu,South East,2025-08-08,Desktop,Silver,Yes,Middle
C102046,Male,42,Calabar,South South,2024-11-28,Tablet,Gold,Yes,Lower-Middle
C102047,Female,49,Kano,North West,2025-08-02,mobile,Bronze,Yes,Upper-Middle
C102048,Male,34,Jos,North Central,2024-01-15,Mobile,Bronze,Yes,Lower-Middle
C102049,Male,31, lagos ,North West,2024-11-28,Mobile,Bronze,Yes,Upper-Middle
C102050,Male,40,Ibadan,South West,2025-04-28,Desktop,Bronze,Yes,Lower-Middle
C102051,Male,27,Lagos,South West,10-04-2024,Mobile,Gold,Yes,Middle
C102052,Female,29,Ibadan,South West,2025-10-13,Mobile,Bronze,Yes,Lower-Middle
C102053,Male,42,Ibadan,South West,2024-11-26,Desktop,Bronze,Yes,Middle
C102054,Male,23,Kaduna,North West,2025-04-15,Mobile,Gold,Yes,Middle
C102055,Male,44,Enugu,South East,2024-12-10,Mobile,Silver,Yes,Upper-Middle
C102056,Female,36,Kano,North West,2024-10-06,Mobile,Silver,No,Upper-Middle
C102057,Female,45,Lagos,South West,2025-10-22,Mobile,Platinum,Yes,Lower-Middle
C102058,Female,18,Lagos,South West,10-06-2025,Mobile,Gold,No,Lower-Middle
C102059,Female,45,Enugu,South East,2024-09-19,Mobile,Silver,Yes,Lower-Middle
C102060,Male,33,Jos,North Central,2025-02-06,Mobile,Bronze,Yes,Upper-Middle
C102061,Female,39,Port Harcourt,South South,2024-11-16,Tablet,Gold,Yes,Low
C102062,Female,26,Lagos,South West,"Nov 25, 2024",Mobile,Silver,Yes,High
C102063,Male,24,Lagos,South West,2024-12-30,Mobile,Bronze,No,Upper-Middle
C102064,Male,44,Lagos,South West,2025-03-08,Tablet,Gold,No,Upper-Middle
C102065,Non-binary,38,Jos,North Central,2025-03-09,Mobile,Bronze,Yes,Middle
C102066,Female,39,Port Harcourt,South South,2025-08-18,Tablet,Bronze,Yes,Lower-Middle
C102067,Female,40,Ibadan,South West,2024-08-28,Mobile,Bronze,Yes,High
C102068,Female,39,Enugu,South East,2025-06-12,Mobile,Platinum,Yes,Upper-Middle
C102069,Female,19,Abuja,North Central,2025-04-24,Desktop,Bronze,No,Upper-Middle
C102070,Male,31,Ibadan,South West,2025-08-22,Desktop,Platinum,Yes,Low
C102071,Male,30,Benin City,South South,2025-08-16,Mobile,Silver,No,High
C102072,Female,52,Port Harcourt,South South,2025-11-22,Mobile,Bronze,No,Low
C102073,Female,46,Lagos,South West,2025-03-03,Mobile,Silver,Yes,Low
C102074,Female,25,Port Harcourt,South South,2024-04-08,Mobile,Gold,Yes,Upper-Middle
C102075,Female,20,Lagos,South West,2025-11-05,Desktop,Bronze,Yes,Upper-Middle
C102076,Female,40,Abuja,North Central,2025-03-16,Mobile,Platinum,Yes,Low
C102077,Female,39,Port Harcourt,South South,2024-09-15,Mobile,Gold,No,Lower-Middle
C102078,Male,46,Lagos,South West,2025-08-26,Mobile,Bronze,Yes,Middle
C102079,Male,23,Calabar,South South,2025-06-22,Mobile,Gold,No,Upper-Middle
C102080,Non-binary,49,Kano,North West,2025-02-25,Mobile,Bronze,Yes,High
C102081,Female,35,Jos,North Central,2025-07-27,Mobile,Bronze,No,Middle
C102082,Female,45,Jos,North Central,2025-09-03,Desktop,Bronze,No,Lower-Middle
C102083,Female,36,Abuja,North Central,2025-09-12,Desktop,Bronze,No,Lower-Middle
C102084,Male,30,Lagos,South West,2024-09-16,Mobile,Silver,Yes,Low
C102085,Male,26,Calabar,South South,2025-03-31,Mobile,Silver,Yes,Upper-Middle
C102086,Female,46,Ibadan,South West,18/09/2025,Mobile,Silver,N,Middle
C102087,Male,18,Kano,North West,2024-06-03,Mobile,Gold,Yes,Lower-Middle
C102088,Male,44,Enugu,South East,2024-06-20,Desktop,Bronze,Yes,Lower-Middle
C102089,Female,40,Abuja,North Central,2025-05-13,Mobile,Bronze,Yes,Upper-Middle
C102090,Male,27,Benin City,South South,2024-08-19,Mobile,Bronze,Yes,High
C102091,Female,41,Abuja,North Central,08-05-2024,Mobile,Silver,Yes,Lower-Middle
C102092,Male,32,Lagos,South West,2024-08-19,Desktop,Bronze,Yes,Upper-Middle
C102093,Female,22,Lagos,N Central,09-01-2024,Mobile,Gold,No,High
C102094,Female,31,Abuja,North Central,"May 11, 2024",Mobile,Bronze,No,Low
C102095,Male,39,Abuja,North Central,2025-11-10,Mobile,Silver,Yes,High
C102096,Male,34,Kaduna,North West,2025-08-09,Mobile,Bronze,Yes,High
C102097,Male,26,Ibadan,South West,2024-03-08,Mobile,Gold,No,Middle
C102098,Female,40,Kaduna,North West,2024-12-20,Mobile,Silver,No,Upper-Middle
C102099,Female,40,Abuja,North Central,2025-09-28,Desktop,Bronze,Yes,High
C102100,Female,45,Lagos,South West,2024-05-20,mobile,Silver,No,Lower-Middle
C102101,Male,35,Benin City,South South,2024-10-16,Mobile,Silver,Yes,Low
C102102,Male,47,Abuja,North Central,2024-07-03,Mobile,Gold,No,Middle
C102103,Male,27,Kaduna,North West,2024-07-29,Mobile,Gold,Yes,Middle
C102104,Female,29,Port Harcourt,South South,2024/03/13,Mobile,Platinum,Yes,Middle
C102105,Female,20,Abuja,North Central,2024-12-13,Tablet,Gold,Yes,Lower-Middle
C102106,Female,33,Kaduna,North West,2025-06-20,Desktop,Bronze,No,Low
C102107,Female,34,Lagos,South West,"Nov 25, 2025",Desktop,Bronze,Yes,Middle
C102108,Non-binary,33,Kaduna,south west,2024-04-26,Mobile,Bronze,Yes,Low
C102109,Male,21,Port Harcourt,South South,17/11/2024,Mobile,Bronze,Yes,Middle
C102110,Female,43,Lagos,South West,2025-08-01,Mobile,Silver,No,Low
C102111,Male,18,Kano,North West,2025-08-16,Mobile,Bronze,Yes,Lower-Middle
C102112,Female,24,Benin City,South South,2025-01-22,Mobile,Bronze,No,Lower-Middle
C102113,Male,18,Lagos,South West,2025-10-15,Desktop,Bronze,No,Middle
C102114,Male,43,Ibadan,South West,10-26-2025,Desktop,Bronze,No,Low
C102115,Male,0,Ibadan,South West,"Apr 07, 2025",Desktop,Gold,Yes,Middle
C102116,Female,31,Kano,North West,2025-06-02,Mobile,Bronze,Yes,High
C102117,Female,36,Lagos,South West,10-11-2024,Desktop,Bronze,No,High
C102118,Male,22,Benin City,South South,2025-11-17,Desktop,Silver,Yes,Lower-Middle
C102119,Female,23,Calabar,South South,03-06-2024,Desktop,Platinum,No,Middle
C102120,Female,24,Lagos,South West,2025-01-03,Desktop,Gold,Yes,Middle
C102121,Male,36,Kano,North West,05-01-2024,Mobile,Bronze,No,Middle
C102122,Male,29,Port Harcourt,South South,2025-11-03,Mobile,Gold,Yes,High
C102123,M,35,Ibadan,South West,2024-11-02,Mobile,Bronze,No,Middle
C102124,Female,23,Abuja,North Central,2025-06-27,Mobile,Gold,No,High
C102125,Female,20,Ibadan,South West,2025-07-06,Tablet,Bronze,Yes,Low
C102126,Female,37,Ibadan,South West,"Jul 06, 2025",Mobile,Bronze,Yes,Upper-Middle
C102127,Male,36,Jos,North Central,2024-03-09,Mobile,Bronze,Yes,Middle
C102128,Male,37,Enugu,South East,2025-07-16,Mobile,Platinum,No,Lower-Middle
C102129,Male,27,Jos,North Central,02-14-2025,Mobile,Bronze,Yes,High
C102130,Male,36,Calabar,South South,2024-02-10,Mobile,Bronze,Yes,Low
C102131,Female,19,Port Harcourt,South South,2024-02-09,Mobile,Gold,No,Lower-Middle
C102132,Female,23,Kaduna,North West,"Apr 15, 2025",Mobile,Silver,Yes,Lower-Middle
C102133,Male,36,Jos,North Central,2025-09-03,Mobile,Gold,Yes,Upper-Middle
C102134,Female,24,Lagos,South West,2024-02-07,Desktop,Bronze,Yes,Middle
C102135,Male,22,Kaduna,North West,2025-03-09,Mobile,Platinum,Yes,High
