lead_id,customer_id,campaign_id,lead_date,lead_source,landing_page,discount_offered_pct,lead_score,observed_region,converted_30d,conversion_date,acquisition_cost_usd
L504088,C100346,MKT2009,2025-04-07,Creator,/bundle-offer,10,27,North Central,No,,21.17
L504089,C100463,MKT2008,2025-03-18,Meta,/promo-summer,15,42,south west,No,,14.27
L504090,C102326,MKT2007,2025-04-07,Creator,/promo-summer,10,30,North West,No,,19.27
L504091,C102016,MKT2011,2025-04-22,CRM,/new-arrivals,15,71,South South,Yes,2025-04-30,9.1
L504092,C100347,MKT2031,2025-10-22,Meta,/landing-b,0,23,South West,No,,$14.42
L504093,C101490,MKT2026,2025-09-22,Google,/landing-b,20,42,North Central,Yes,10-04-2025,$28.31
L504094,C101880,MKT2008,2025-04-21,Meta,/bundle-offer,0,24,South South,Yes,05-13-2025,7.37
L504095,C101037,MKT2001,01-21-2025,Google,/landing-a,10,43,South West,No,,$22.04
L504096,C101727,MKT2032,2025-11-16,Google,/landing-b,20,27,North West,No,,14.28
L504097,C101643,MKT2035,2025-11-16,Google,/landing-a,10,41,South South,Yes,2025-12-10,15.28
L504098,C101485,MKT2025,2025-08-17,Meta,/promo-summer,20,18,South South,No,,8.0
L504099,C102357,MKT2013,2025-03-11,Meta,/landing-b,10,41,South West,Yes,03-23-2025,$9.87
L504100,C101100,MKT2004,2025-09-02,Partner,/promo-summer,15,56,South South,No,,12.39
L504101,C100791,MKT2015,2025/05/19,Google,/new-arrivals,5,10,North Central,No,,$17.12
L504102,C100606,MKT2030,2025-01-22,Programmatic,/landing-a,20,39,South West,No,,15.9
L504103,C100580,MKT2000,2025-05-19,Meta,/bundle-offer,15,22,South West,No,,18.16
L504104,C101558,MKT2032,2025-11-09,Google,/bundle-offer,15,69,South West,Yes,2025-11-29,22.71
L504105,C101551,MKT2031,2025-10-20,Meta,/quiz,10,32,South West,Yes,2025-11-16,15.14
L504106,C102111,MKT2023,2025-09-02,CRM,/promo-summer,0,16,North West,No,,$4.09
L504107,C101169,MKT2011,2025-04-13,CRM,/landing-b,10,37,South South,Yes,2025-05-13,$1.05
L504108,C101452,MKT2010,2025-04-26,Google,/promo-summer,10,25,North Cntrl,No,,17.34
L504109,C101459,MKT2015,2025-05-28,Google,/new-arrivals,0,18,South South,No,,16.2
L504110,C102299,MKT2003,2025/02/13,CRM,/bundle-offer,10%,47,South South,Yes,2025-02-25,1.0
L504111,C100027,MKT2029,2025-10-19,Google,/landing-a,15,16,North West,No,,$17.76
L504112,C100314,MKT2014,2025/11/02,Google,/quiz,15,28,North West,Yes,2025-11-12,16.1
L504113,C102045,MKT2013,"Feb 23, 2025",Meta,/landing-b,10,29,South East,No,,19.95
L504114,C100157,MKT2024,2025-09-13,Creator,/new-arrivals,10,37,South South,Yes,2025-10-01,19.17
L504115,C101315,MKT2004,2025-09-02,Partner,/quiz,0,46,North West,No,,7.62
L504116,C100623,MKT2003,2025-02-23,CRM,/landing-a,0,18,South West,Yes,2025-03-18,3.64
L504117,C101888,MKT2006,2025-03-11,Meta,/bundle-offer,5,43,North Central,No,,7.04
L504118,C100598,MKT2022,2025-08-07,CRM,/landing-a,0,31,South West,No,,USD 10.10
L504119,C101661,MKT2034,2025-08-05,Meta,/landing-a,20,36,South South,No,,$17.02
L504120,C102222,MKT2005,2025-02-23,Meta,/landing-b,0,35,South West,No,,19.92
L504121,C102361,MKT2013,02/03/2025,Meta,/bundle-offer,20,32,North Cntrl,Yes,2025-03-20,14.91
L504122,C101702,MKT2011,2025-04-20,CRM,/promo-summer,0,12,South South,No,,1.0
L504123,C100534,MKT2026,2025-09-19,Google,/promo-summer,5,38,North Central,No,,17.57
L504124,C102123,MKT2013,2025-05-13,Meta,/quiz,20,27,South West,Yes,06/06/2025,13.36
L504125,C101626,MKT2002,2025-01-24,Google,/bundle-offer,5,35,South South,Yes,2025-02-13,19.52
L504126,C101597,MKT2034,2025-08-18,Meta,/new-arrivals,15,25,South East,Yes,2025-09-07,14.46
L504127,C101409,MKT2019,2025-07-02,Meta,/quiz,5,5,South East,No,,13.44
L504128,C100303,MKT2031,2025/10/29,Meta,/promo-summer,5,38,South South,No,,8.56
L504129,C101566,MKT2021,2025-12-11,Partner,/quiz,20,5,North West,No,,USD 12.83
L504130,C100274,MKT2014,2025/10/17,Google,/promo-summer,0,71,South South,Yes,2025-10-18,USD 17.53
L504131,C100982,MKT2025,2025-08-24,Meta,/promo-summer,10,40,North Central,No,,$15.63
L504132,C102289,MKT2020,2025-04-19,CRM,/new-arrivals,5,14,South East,Yes,2025-05-13,6.88
L504133,C101173,MKT2026,2025-09-13,Google,/quiz,20,56,South West,No,,9.77
L504134,C101854,MKT2009,2025-04-15,Creator,/new-arrivals,10,62,South South,Yes,2025-05-12,20.7
L504135,C100373,MKT2011,2025-05-04,CRM,/landing-a,0,48,South West,Yes,2025-05-27,$9.71
L504136,C102281,MKT2012,06-06-2025,Partner,/bundle-offer,10,32,South South,No,,2.79
L504137,C100122,MKT2011,2025-04-13,CRM,/promo-summer,10,42,South West,Yes,2025-05-08,5.41
L504138,C10012,MKT2031,2025/10/17,Meta,/promo-summer,0,11,South East,No,,13.56
L504139,C102224,MKT2026,09-24-2025,Google,/promo-summer,15,68,South West,No,,18.23
L504140,C101147,MKT2010,"Apr 22, 2025",Google,/bundle-offer,0,40,South West,No,,16.9
L504141,C101772,MKT2023,2025-09-09,CRM,/new-arrivals,0,34,South South,No,,12
L504142,C102380,MKT2026,2025-09-24,Google,/landing-b,10,57,South South,No,,18.63
L504143,C100611,MKT2004,2025-09-03,Partner,/bundle-offer,0,18,North West,No,,6.33
L504144,C102328,MKT2010,2025-04-18,Google,/quiz,20,47,North West,No,,22.04
L504145,C101770,MKT2000,2025-05-08,Meta,/landing-b,fifteen,25,South West,Yes,2025-06-04,10.18
L504146,C102111,MKT2032,2025-10-23,Google,/quiz,0,6,North West,Yes,2025-11-15,23.56
L504147,C100011,MKT2007,2025-03-18,Creator,/bundle-offer,0,54,South East,Yes,2025-03-27,8.2
L504148,C100335,MKT2022,2025-07-30,CRM,/landing-b,10,65,South East,Yes,2025-08-15,$12.59
L504149,C100145,MKT2000,"May 08, 2025",Meta,/new-arrivals,15,43,South West,Yes,2025-05-09,6.79
L504150,C101271,MKT2023,2025-08-15,CRM,/landing-a,-5,36,North Central,Yes,08-16-2025,10.21
L504151,C100393,MKT2008,30/03/2025,Meta,/landing-b,5,39,North West,Yes,2025-04-24,13
L504152,C100984,MKT2035,2025-12-17,Google,/quiz,15,50,South West,No,,$19.60
L504153,C101353,MKT2009,2025-04-05,Creator,/new-arrivals,20,13,North West,Yes,2025/05/02,11.88
L504154,C100230,MKT2014,2025-10-10,Google,/quiz,0,47,North West,Yes,2025-10-20,12.47
L504155,C101219,MKT2003,2025-02-17,CRM,/landing-b,10,39,South East,No,,$2.94
L504156,C101312,MKT2017,2025-06-12,Meta,/new-arrivals,0,40,North West,No,,16.56
L504157,C102354,MKT2004,2025-09-03,Partner,/landing-b,10,43,South East,No,,15.31
L504158,C101590,MKT2022,2025-08-01,CRM,/quiz,5,60,South West,Yes,2025-08-09,USD 6.46
L504159,C100859,MKT2006,2025-03-09,Meta,/landing-b,5,44,South South,No,,15.86
L504160,C100930,MKT2016,2025-05-30,CRM,/landing-a,10,39,South South,Yes,2025-06-07,3.04
L504161,C101742,MKT2023,2025-09-01,CRM,/landing-b,20,24,North West,No,,USD 10.73
L504162,C101078,MKT2005,2025-03-09,Meta,/landing-a,15,35,North West,No,,14.63
L504163,C100202,MKT2013,2025-04-03,Meta,/new-arrivals,0,24,North West,No,,$17.13
L504164,C101960,MKT2004,2025-09-03,Partner,/landing-b,20,31,South East,No,,14.59
L504165,C100564,MKT2034,2025/11/12,Meta,/landing-b,10,36,South West,Yes,2025-11-28,10
L504166,C100476,MKT2026,2025-09-06,Google,/bundle-offer,15,48,South West,Yes,2025-10-02,$15.11
L504167,C100517,MKT2002,2025-02-17,Google,/landing-b,10,41,South East,1,,21.81
L504168,C101639,MKT2029,24/10/2025,Google,/landing-b,0,25,North West,Yes,2025-10-30,24.99
L504169,C101076,MKT2017,2025-07-17,Meta,/new-arrivals,10,35,North West,No,,$15.61
L504170,C101429,MKT2001,2025-01-21,Google,/quiz,0,27,South South,Yes,2025-02-04,20
L504171,C102223,MKT2002,2025-02-11,Google,/landing-b,5,55,South West,No,,16.6
L504172,C101615,MKT2023,2025-08-04,CRM,/new-arrivals,10,51,South West,Yes,2025-09-02,6.11
L504173,C100124,MKT2034,2025-07-01,Meta,/promo-summer,10,26,South East,No,,14.93
L504174,C100454,MKT2004,2025-09-02,Partner,/landing-b,20,62,South East,No,,10.73
L504175,C101670,MKT2028,2025-09-29,Google,/landing-a,5,82,South West,Yes,2025-10-14,$19.50
L504176,C100837,MKT2013,2025-01-31,Meta,/new-arrivals,15,37,South South,No,,12.65
L504177,C102295,MKT2027,2025-05-06,Google,/quiz,5,28,South West,No,,14.26
L504178,C102258,MKT2019,2025-06-24,Meta,/bundle-offer,10,21,South South,No,,1.12
L504179,C101677,MKT2035,2025-12-09,Google,/bundle-offer,5,19,North Central,No,,16.99
L504180,C100316,MKT2015,2025-06-09,Google,/landing-a,0,28,North Central,Yes,2025-06-24,18.5
L504181,C100697,MKT2035,"Nov 24, 2025",Google,/bundle-offer,5,48,North Central,Yes,2025-12-04,14.08
L504182,C101795,MKT2028,2025-09-27,Google,/landing-a,0,53,South South,Yes,2025-10-07,19.78
L504183,C101745,MKT2015,2025/05/29,Google,/new-arrivals,0,37,North Central,Yes,2025-06-15,19.55
L504184,C101023,MKT2009,2025/03/29,Creator,/quiz,0,31,North Central,Yes,2025-04-19,$15.10
L504185,C100870,MKT2024,2025-08-26,Creator,/new-arrivals,0,63,South West,No,,23.16
L504186,C100611,MKT2031,2025-10-28,Meta,/quiz,20,41,North West,No,,12.69
L504187,C101570,MKT2018,2025-08-16,Meta,/promo-summer,15,39,North Central,No,,12.38
L504188,C101186,MKT2019,2025/07/10,Meta,/quiz,0,24,North Central,No,,$19.63
L504189,C101722,MKT2029,2025-10-12,Google,/landing-b,0,51,North Central,Yes,15/10/2025,18.55
L504190,C100621,MKT2020,29/06/2025,CRM,/promo-summer,5,32,South South,Yes,2025-07-10,12.05
L504191,C100555,MKT2026,2025-09-10,Google,/quiz,10,36,South South,No,,11.95
L504192,C100191,MKT2033,2025-11-20,Programmatic,/quiz,10,43,South South,No,,9.63
L504193,C101272,MKT2001,"Jan 14, 2025",Google,/promo-summer,0,25,North Central,No,,16.5
L504194,C101022,MKT2016,2025-06-14,CRM,/landing-b,0,52,South East,No,,$1.00
L504195,C101817,MKT2035,2025-11-27,Google,/landing-a,20,51,South West,Yes,2025-12-27,19.09
L504196,C100953,MKT2030,"Jan 13, 2025",Programmatic,/bundle-offer,20,46,S/South,Yes,2025-01-20,11.45
L504197,C100737,MKT2018,2025-08-28,Meta,/promo-summer,15,48,South South,No,,12.26
L504198,C100253,MKT2030,2025-02-11,Programmatic,/landing-a,5,25,North Central,No,,6.03
L504199,C102056,MKT2011,2025-04-22,CRM,/quiz,10,45,North West,Yes,2025-05-07,1.0
L504200,C100019,MKT2002,2025-02-17,Google,/new-arrivals,15,?,South West,Yes,2025-03-04,20.89
L504201,C101164,MKT2030,2025-01-28,Programmatic,/bundle-offer,5,39,South West,Y,2025-02-22,12.19
L504202,C101295,MKT2016,2025-06-01,CRM,/promo-summer,0,52,South South,No,,13.67
L504203,C101631,,2025/06/24,Meta,/new-arrivals,15,44,South West,No,,17
L504204,C100339,MKT2026,2025-09-06,Google,/landing-a,0,30,South South,No,,17.46
L504205,C100584,MKT2023,2025-08-31,CRM,/bundle-offer,10,55,South West,Yes,2025-09-28,7.23
L504206,C100564,MKT2002,2025-02-17,Google,/promo-summer,0,23,South West,Yes,2025-03-18,13.6
L504207,C101299,MKT2007,2025-03-19,Creator,/quiz,5,36,South South,No,,24.54
L504208,C102246,MKT2018,2025-07-04,Meta,/landing-a,15,20,South South,No,,15.51
L504209,C101057,MKT2030,2025/01/27,google,/promo-summer,20,42,South West,Yes,2025-02-06,5.07
L504210,C101290,MKT2015,2025-06-12,Google,/landing-a,20,62,South West,No,,15.07
L504211,C999999,MKT2017,2025-07-01,Meta,/landing-b,10,21,North West,Yes,2025-07-28,16.23
L504212,C100438,MKT2033,2025-11-24,Programmatic,/landing-b,20,27,North Central,Yes,2025-12-08,11.69
L504213,C102270,MKT2024,"Aug 17, 2025",Creator,/promo-summer,10,47,South South,No,,USD 14.14
L504214,C101124,MKT2004,03/09/2025,Partner,/new-arrivals,15,27,North West,No,,3.84
L504215,C102107,MKT2031,2025/11/02,Meta,/promo-summer,0,43,South West,Yes,2025-11-08,11.52
L504216,C100317,MKT2016,2025-06-16,CRM,/landing-a,5,51,South West,Yes,2025-06-18,2.6
L504217,C100226,MKT2031,2025-10-24,Meta,/new-arrivals,10,46,South West,Yes,2025-10-27,USD 10.03
L504218,C100095,MKT2016,2025-06-02,CRM,/landing-a,10,49,South West,Yes,2025-07-01,10.17
L504219,C100019,MKT2008,2025-04-17,Meta,/bundle-offer,0,22,South West,No,,18.17
L504220,C100575,MKT2021,2025-12-21,Partner,/quiz,20,20,South South,Yes,2025-12-21,$10.35
L504221,C100118,MKT2033,15/11/2025,Programmatic,/quiz,0,8,North West,No,,3.54
L504222,C101038,MKT2000,2025-05-07,Meta,/quiz,10,24,South West,No,,13.42
L504223,C101972,MKT2012,2025-05-09,Partner,/bundle-offer,10,36,South West,No,,11.14
L504224,C102035,MKT2016,2025-06-01,CRM,/landing-b,0,28,North Central,No,,1.0
L504225,C102220,MKT2018,2025/07/24,Meta,/landing-b,5,51,South West,No,,$17.80
L504226,C100272,MKT2002,2025-01-22,Google,/new-arrivals,20,33,North Central,No,,22.45
L504227,C101671,MKT2009,2025-04-04,Creator,/new-arrivals,10,28,South South,Yes,2025/04/04,19.63
L504228,C101385,MKT2020,2025-04-15,CRM,/new-arrivals,10,61,North Central,Yes,2025-04-24,4.14
L504229,C101547,MKT2004,2025-09-03,Partner,/landing-b,10,34,North West,No,,18.36
L504230,C100291,MKT2021,2025-12-16,Partner,/new-arrivals,5,21,South West,No,,14.65
L504231,C101412,MKT2031,2025-10-26,Meta,/landing-a,0,5,South West,No,,12.27
L504232,C100949,MKT2026,2025-09-24,Google,/quiz,15,31,South West,Yes,10-06-2025,14.02
L504233,C101935,MKT2008,2025-04-23,Meta,/new-arrivals,10,37,North West,No,,9.19
L504234,C101290,MKT2007,2025/04/02,Creator,/promo-summer,10,32,South West,No,,23
L504235,C101674,MKT2029,2025-10-11,Google,/landing-a,5,41,South West,Yes,2025-10-15,12.72
L504236,C100349,MKT2008,2025-04-20,Meta,/new-arrivals,0,29,North Central,No,,12.08
L504237,C100154,MKT2003,2025-02-18,CRM,/quiz,20,76,South West,Yes,2025-02-25,5.13
L504238,C100904,MKT2025,2025-08-27,Meta,/new-arrivals,5,34,North West,No,,14.79
L504239,C100859,MKT2015,2025-05-30,Google,/promo-summer,20,31,South South,No,,15.7
L504240,C101265,MKT2007,2025-03-17,Creator,/bundle-offer,20,32,South East,No,,26.83
L504241,C102187,MKT2020,2025-03-20,CRM,/landing-b,0,29,South South,No,,2.05
L504242,C101671,MKT2009,2025-03-26,Creator,/quiz,10,14,South South,No,,21.83
L504243,C101778,MKT2013,"Jan 08, 2025",Meta,/landing-a,20,37,South South,No,,$14.74
L504244,C101423,MKT2027,2025/05/03,Google,/promo-summer,15,11,North West,N,,14.05
L504245,C100762,MKT2015,2025-05-29,Google,/quiz,10,44,South South,Yes,06-15-2025,18.41
L504246,C101365,MKT2008,2025-04-07,Meta,/quiz,0,71,South South,No,,15.33
L504247,C101824,MKT2013,2025-04-16,Meta,/promo-summer,0,24,South South,No,,USD 16.73
L504248,C102175,MKT2030,2025-01-24,Programmatic,/new-arrivals,10,22,North Central,Yes,2025-01-27,5.1
L504249,C101164,MKT2024,2025-08-12,Creator,/promo-summer,10,35,South West,No,,$12.43
L504250,C101900,MKT2014,2025-10-28,Google,/bundle-offer,0,24,North West,No,,20
L504251,C100566,MKT2020,2025-04-21,CRM,/landing-b,15,47,South South,No,,1.0
L504252,C101388,MKT2012,2025-04-23,Partner,/quiz,0,60,North Central,No,,11.71
L504253,C101676,MKT2026,2025-09-13,Google,/bundle-offer,5,36,North Central,Yes,2025-10-04,14.83
L504254,C100270,MKT2031,2025-10-18,Meta,/promo-summer,10,43,North Central,No,,13.79
L504255,C101538,MKT2009,"Apr 25, 2025",Creator,/bundle-offer,5,34,South West,No,,15.63
L504256,C101716,MKT2022,2025-08-10,CRM,/landing-a,0,38,North West,No,,$9.29
L504257,C102281,MKT2010,2025-05-06,Google,/quiz,5,33,South South,No,,19.18
L504258,C102029,MKT2000,05-05-2025,Meta,/bundle-offer,5,22,North West,Y,,15.89
L504259,C100836,MKT2007,2025-04-04,Creator,/new-arrivals,0,35,South West,No,,18.17
L504260,C101929,MKT2015,2025-06-06,Google,/new-arrivals,0,51,South West,Yes,2025/06/13,19.63
L504261,C100416,MKT2026,2025-09-03,Google,/landing-a,5,34,South West,No,,$14.86
L504262,C101769,MKT2014,2025-10-10,Google,/bundle-offer,15,21,North Central,No,,22.15
L504263,C101320,MKT2005,2025-03-13,Meta,/new-arrivals,0,45,South West,Yes,2025-03-15,15.37
L504264,C999999,MKT2028,2025-09-21,Google,/landing-b,20,51,North Central,No,,15.12
L504265,C102088,MKT2010,2025-05-24,Google,/promo-summer,0,10,South East,No,,18.83
L504266,C100641,MKT2006,2025-03-20,Meta,/new-arrivals,15,54,South West,Yes,2025-04-09,16.51
L504267,C100348,MKT2015,2025-06-09,Google,/promo-summer,5,47,South South,No,,17.88
L504268,C101692,MKT2007,2025-03-28,Creator,/new-arrivals,10,32,North Central,No,,19.43
L504269,C101660,MKT2005,2025-03-13,Meta,/quiz,0,57,South West,No,,13.25
L504270,C100657,MKT2007,2025-04-18,Creator,/landing-a,20,39,South West,No,,23.81
L504271,C102376,MKT2017,2025-06-17,Meta,/landing-b,5,46,North Central,No,,15.61
L504272,C102239,MKT2018,2025-07-29,Meta,/landing-a,0,31,South South,Yes,2025-08-12,$18.08
L504273,C100278,MKT2031,2025-11-13,Meta,/new-arrivals,0,49,South West,Yes,2025-11-15,13.88
L504274,C100818,MKT2033,2025-11-24,Programmatic,/promo-summer,10,32,South South,No,,3.97
L504275,C102067,MKT2002,2025-02-12,Google,/bundle-offer,10,64,South West,Yes,2025-02-27,18.48
L504276,C100464,MKT2023,2025-08-30,CRM,/promo-summer,10,30,South East,No,,1.02
L504277,C101694,MKT2029,2025-10-27,Google,/landing-b,20,18,South South,No,,USD 20.40
L504278,C100861,MKT2030,2025-01-29,Programmatic,/promo-summer,10,32,South South,Yes,2025-02-27,USD 9.77
L504279,C101172,MKT2007,2025-03-26,Creator,/bundle-offer,0,5,North Central,No,,19.19
L504280,C100232,MKT2024,2025-08-17,Creator,/new-arrivals,0,15,North West,No,,$14.32
L504281,C102070,MKT2026,2025-09-15,Google,/landing-b,0,74,South West,Yes,2025-10-05,14.88
L504282,C100586,MKT2009,2025-04-03,Creator,/bundle-offer,10,33,North Central,No,,17.98
L504283,C101682,MKT2025,2025-09-09,Meta,/new-arrivals,15,13,North West,No,,7.24
L504284,C100119,MKT2020,2025-03-18,CRM,/landing-b,0,42,South West,Yes,"Apr 01, 2025",7.15
L504285,C101758,MKT2012,2025-05-15,Partner,/promo-summer,5,11,North Central,Yes,2025/05/27,15.12
L504286,C101474,MKT2015,2025-05-25,Google,/landing-a,15,32,South South,No,,24.09
L504287,C100590,MKT2021,14/12/2025,Partner,/landing-b,20,42,South West,No,,3.4
L504288,C100584,MKT2000,2025-05-25,Meta,/quiz,10,69,South West,No,,8.99
L504289,C101389,MKT2019,07-03-2025,Meta,/landing-a,0,37,South South,No,,20.17
L504290,C101976,MKT2029,2025-10-17,Google,/landing-b,10,31,South South,No,,19.18
L504291,C100661,MKT2010,2025-05-17,Google,/quiz,20,28,North Central,No,,17.91
L504292,C100000,MKT2000,2025-05-25,google,/landing-b,0,31,South West,Yes,2025-06-19,$15.59
L504293,C101118,MKT2003,2025-02-03,CRM,/bundle-offer,20,48,North West,Yes,2025-03-04,5.42
L504294,C101872,MKT2032,2025-10-22,Google,/promo-summer,0,51,South South,No,,12.72
L504295,C102248,MKT2011,2025-04-28,CRM,/quiz,10,66,South South,Yes,05-15-2025,5.08
L504296,C101964,MKT2003,2025-02-19,CRM,/landing-a,0,33,South South,No,,10.34
L504297,C100304,MKT2008,2025-03-17,Meta,/quiz,10,70,South West,Yes,2025-04-11,12
L504298,C101860,MKT2027,2025-04-28,Google,/landing-b,15,22,South West,No,,10.33
L504299,C100737,MKT2014,06/11/2025,Google,/landing-a,0,39,South South,No,,17.39
L504300,C102189,MKT2014,2025/10/29,Google,/promo-summer,0,33,South West,No,,20
L504301,C100090,MKT2019,26/06/2025,Meta,/new-arrivals,0,19,South East,Yes,2025/07/18,16.92
L504302,C101942,MKT2031,2025-10-29,Meta,/bundle-offer,15,47,South South,Yes,2025-11-23,7.81
L504303,C100923,MKT2003,2025-02-06,CRM,/bundle-offer,0,12,North Central,No,,USD 8.01
L504304,C101994,MKT2010,2025-05-14,Google,/quiz,0,36,South South,Yes,2025-05-31,$17.25
L504305,C100903,MKT2029,2025-09-25,Google,/promo-summer,5,17,South East,No,,17.81
L504306,C102341,MKT2009,2025-04-09,Creator,/bundle-offer,10,5,North West,No,,18.45
L504307,C100419,MKT2005,02-20-2025,Meta,/new-arrivals,0,48,South West,Yes,2025-03-09,10.6
L504308,C101350,MKT2025,2025-09-05,Meta,/landing-b,0,39,North West,No,,17.14
L504309,C101384,MKT2025,2025-09-13,Meta,/quiz,10,26,North Central,Yes,2025-09-20,18.35
L504310,C100681,MKT2004,2025/09/03,Partner,/promo-summer,10,19,N Central,No,,9.88
L504311,C101143,MKT2009,2025-04-12,Creator,/bundle-offer,5,20,South East,No,,18.53
L504312,C101809,MKT2012,2025-05-28,Partner,/landing-b,10,22,South West,Yes,2025-06-06,$20.19
L504313,C100661,MKT2024,2025-08-29,Creator,/landing-b,0,29,North Central,No,,$18.65
L504314,C100560,MKT2014,2025-10-21,Google,/quiz,5,42,South South,No,,19.41
L504315,C101430,MKT2018,2025-06-22,Meta,/landing-b,10,51,South West,Yes,2025-06-30,7.93
L504316,C101620,MKT2028,2025-10-09,Google,/landing-a,5,26,South West,No,,13.22
L504317,C102356,MKT2012,2025-06-07,Partner,/bundle-offer,10,11,North Central,Yes,2025-06-09,$17.19
L504318,C100746,MKT2033,2025-11-16,Programmatic,/new-arrivals,0,32,North Central,No,,10.22
L504319,C100976,MKT2021,2025-12-07,Partner,/landing-a,15,46,South West,Yes,2025/12/08,7.56
L504320,C100494,MKT2026,2025/09/10,Google,/quiz,5,41,South South,No,,20.35
L504321,C101201,MKT2005,02-20-2025,Meta,/bundle-offer,10,14,North West,No,,17.05
L504322,C100584,MKT2024,2025-08-10,Creator,/landing-b,25,54,South West,No,,16.6
L504323,C100008,MKT2009,2025-04-23,Creator,/landing-a,0,30,North Central,No,,25.74
L504324,C100653,MKT2025,2025-09-02,Meta,/quiz,10,63,South South,No,,11.75
L504325,C100157,MKT2014,10-11-2025,Google,/landing-b,10,43,South South,No,,23.6
L504326,C102255,MKT2032,2025/11/07,Google,/quiz,10,48,South South,No,,19.23
L504327,C100063,MKT2009,2025-05-01,Creator,/promo-summer,10,44,North Central,No,,24.74
L504328,C101976,MKT2012,2025/05/24,Partner,/new-arrivals,5,26,South South,No,,11.4
L504329,C101536,MKT2014,"Oct 14, 2025",Google,/bundle-offer,10,47,South West,Yes,10-19-2025,17.65
L504330,C101341,MKT2014,2025-10-14,Google,/bundle-offer,20,68,North Central,No,,16.93
L504331,C100088,MKT2015,2025-06-01,Google,/new-arrivals,10,7,North Central,No,,19.42
L504332,C101707,MKT2019,2025-07-17,Meta,/landing-b,10,58,South West,No,,USD 14.45
L504333,C100325,MKT2026,2025-09-12,Google,/promo-summer,5,78,South West,No,,USD 16.31
L504334,C102303,MKT2031,2025-10-15,Meta,/quiz,0,44,North Central,No,,19.09
L504335,C102334,MKT2017,2025-07-03,Meta,/bundle-offer,15,41,South East,No,,$18.53
L504336,C100345,MKT2030,2025-01-14,Programmatic,/landing-a,10,34,South East,Yes,2025-02-09,8.36
L504337,,MKT2033,2025-11-09,Programmatic,/landing-a,0,43,South West,No,,14.41
L504338,C102173,MKT2018,2025-07-13,Meta,/landing-a,10,60,South West,No,,12.94
L504339,C101095,MKT2026,2025-09-25,Google,/new-arrivals,5,38,North Central,Yes,2025-10-09,21.59
L504340,C101380,MKT2010,2025-04-24,Google,/new-arrivals,0,61,South South,Yes,2025/05/08,17.7
L504341,C101011,MKT2019,07-03-2025,Meta,/quiz,5,20,South West,Yes,2025-08-01,21.47
L504342,C101286,MKT2026,2025-09-28,Google,/quiz,10,7,South South,No,,18.69
L504343,C100975,MKT2009,2025-04-07,Creator,/new-arrivals,10,13,South West,No,,21.37
L504344,C100341,MKT2030,2025-01-11,Programmatic,/landing-b,0,17,South West,No,,8.81
L504345,C101583,MKT2006,2025-03-09,Meta,/bundle-offer,0,32,South East,No,,13.46
L504346,C101862,MKT2015,2025-05-26,Google,/quiz,10,46,South South,No,,18.46
L504347,C101318,MKT2019,"Aug 10, 2025",Meta,/promo-summer,0,55,South West,Yes,2025-09-01,18.12
L504348,C100696,MKT2009,2025-03-30,Creator,/bundle-offer,15,29,North West,No,,20.98
L504349,C102049,MKT2001,2025-01-19,Google,/bundle-offer,0,42,North West,No,,20.54
L504350,C100866,MKT2020,2025-06-13,CRM,/bundle-offer,10,63,South South,No,,1.0
L504351,C101836,MKT2020,07/04/2025,CRM,/landing-b,5,35,North Central,N,,13.35
L504352,C102271,MKT2023,2025-08-21,CRM,/landing-b,5,32,North Central,No,,USD 2.90
L504353,C101195,MKT2009,2025-04-04,Creator,/landing-a,0,21,South West,No,,13
L504354,C100139,MKT2002,"Feb 23, 2025",Google,/promo-summer,20,79,South East,Yes,2025-02-23,USD 16.24
L504355,C101730,MKT2016,2025-06-13,CRM,/new-arrivals,0,28,South West,Yes,2025-06-17,USD 2.62
L504356,C102073,MKT2012,2025-05-26,Partner,/promo-summer,5,39,South West,No,,4.54
L504357,C101244,MKT2028,2025-09-20,Google,/promo-summer,5,42,South West,True,2025-10-06,21.8
L504358,C100902,MKT2020,2025-07-11,CRM,/new-arrivals,5,44,North West,No,,USD 9.99
L504359,C101033,MKT2012,18/06/2025,Partner,/landing-a,5,64,South West,Yes,2025/06/25,9.83
L504360,C101510,MKT2024,"Aug 24, 2025",Creator,/new-arrivals,5,47,South South,Yes,2025-09-03,23.16
L504361,C100878,MKT2006,2025/03/21,Meta,/promo-summer,0,9,South West,No,,14.91
L504362,C100143,MKT2025,2025-09-15,Meta,/new-arrivals,20,39,North Central,Yes,2025/10/14,6.72
L504363,C101812,MKT2000,"May 05, 2025",Meta,/landing-a,10,24,South South,Yes,2025/05/08,20.89
L504364,C102327,MKT2035,2025-11-28,Google,/promo-summer,0,20,South West,Yes,12-07-2025,20.42
L504365,C101715,MKT2007,2025-04-05,Creator,/quiz,20,14,North West,No,,19.59
L504366,C102068,MKT2025,2025-09-12,Meta,/landing-b,15,66,South East,No,,7.4
L504367,C100091,MKT2018,07-03-2025,Meta,/new-arrivals,10,24,North Central,Yes,2025-07-21,14.06
L504368,C100136,MKT2001,"Jan 17, 2025",Google,/landing-b,20,56,South East,Yes,2025-01-22,24.09
L504369,C100794,MKT2018,2025-07-04,Meta,/bundle-offer,15,5,South South,Yes,2025-07-16,13.48
L504370,C101394,MKT2025,2025-09-05,Meta,/promo-summer,20,36,South East,No,,14.35
